date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:19	25995/25995	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:05%20GMT	https://demo.dashboardpack.com/architectui-html-free/components-pagination.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/components-pagination.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:19	36851/36851	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:14%20GMT	https://demo.dashboardpack.com/architectui-html-free/components-scrollable-elements.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/components-scrollable-elements.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:19	23029/23029	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:03%20GMT	https://demo.dashboardpack.com/architectui-html-free/components-maps.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/components-maps.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:20	27266/27266	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:19%20GMT	https://demo.dashboardpack.com/architectui-html-free/tables-regular.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/tables-regular.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:20	46030/46030	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:15%20GMT	https://demo.dashboardpack.com/architectui-html-free/dashboard-boxes.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/dashboard-boxes.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:20	37459/37459	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:18%20GMT	https://demo.dashboardpack.com/architectui-html-free/forms-controls.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/forms-controls.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:21	29659/29659	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:18%20GMT	https://demo.dashboardpack.com/architectui-html-free/forms-layouts.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/forms-layouts.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:21	28318/28318	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:18%20GMT	https://demo.dashboardpack.com/architectui-html-free/forms-validation.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/forms-validation.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:21	24537/24537	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:28:03%20GMT	https://demo.dashboardpack.com/architectui-html-free/charts-chartjs.html	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/charts-chartjs.html	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:22	2964/2964	---M--	200	added ('OK')	image/jpeg	etag:%22632db46b-b94%22	https://demo.dashboardpack.com/architectui-html-free/assets/images/avatars/9.jpg	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/images/avatars/9.jpg	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:22	3252/3252	---M--	200	added ('OK')	image/jpeg	etag:%22632db46b-cb4%22	https://demo.dashboardpack.com/architectui-html-free/assets/images/avatars/5.jpg	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/images/avatars/5.jpg	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:22	3099/3099	---M--	200	added ('OK')	image/jpeg	etag:%22632db46b-c1b%22	https://demo.dashboardpack.com/architectui-html-free/assets/images/avatars/4.jpg	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/images/avatars/4.jpg	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:23	2709/2709	---M--	200	added ('OK')	image/jpeg	etag:%22632db46a-a95%22	https://demo.dashboardpack.com/architectui-html-free/assets/images/avatars/3.jpg	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/images/avatars/3.jpg	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:23	3096/3096	---M--	200	added ('OK')	image/jpeg	etag:%22632db46a-c18%22	https://demo.dashboardpack.com/architectui-html-free/assets/images/avatars/2.jpg	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/images/avatars/2.jpg	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:24	1029412/1029412	---MCZ	200	added ('OK')	application/javascript	etag:W/%22632db46e-fba51%22	https://demo.dashboardpack.com/architectui-html-free/assets/scripts/main.js	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/scripts/main.js	(from https://demo.dashboardpack.com/architectui-html-free/)
11:07:24	1860/1860	---M--	200	added ('OK')	image/png	etag:%22632db469-744%22	https://demo.dashboardpack.com/architectui-html-free/assets/images/logo-inverse.png	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/images/logo-inverse.png	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:24	1919/1919	---M--	200	added ('OK')	image/png	etag:%22632db469-77f%22	https://demo.dashboardpack.com/architectui-html-free/assets/images/logo.png	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/images/logo.png	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:24	209012/209012	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db466-33074%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.eot	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.eot	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:25	209012/209012	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db466-33074%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.eot?	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900d41d.eot	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:25	79212/79212	---M--	200	added ('OK')	application/font-woff2	etag:%22632db467-1356c%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.woff2	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.woff2	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:25	102224/102224	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22632db467-18f50%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.woff	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.woff	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:26	208792/208792	---M--	200	added ('OK')	application/octet-stream	etag:%22632db467-32f98%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.ttf	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.ttf	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:26	794054/794054	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db467-c1dc6%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.svg	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/fa-solid-900.svg	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:27	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db467-e538%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.eot	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.eot	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:27	58680/58680	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22632db467-e538%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.eot?	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroked41d.eot	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:27	58556/58556	---MCZ	200	added ('OK')	application/font-woff	etag:W/%22632db469-e4bc%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.woff	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.woff	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:28	58480/58480	---M--	200	added ('OK')	application/octet-stream	etag:%22632db468-e470%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.ttf	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.ttf	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
11:07:29	164020/164020	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db469-280b4%22	https://demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.svg	C:/xampp/htdocs/architect/demo.dashboardpack.com/architectui-html-free/assets/fonts/Pe-icon-7-stroke.svg	(from https://demo.dashboardpack.com/architectui-html-free/main.css)
